text,label,sport,tone,persona
"Bonjour,

Je vous contacte d'urgence : mon fils ne pourra pas venir à l'entraînement de demain, il s'est tordu la cheville ce matin. Pouvez-vous confirmer la reprise ?

Cordialement,
Marie Dupont",parent,athlétisme,urgent,un représentant fédéral
"Bonjour,

Je vous contacte en urgence car mon fils Thomas n'pourra pas venir à l'entraînement de ce soir. Il s'est fait une petite entorse à la cheville hier en sport scolaire et le médecin lui a conseillé de rester au repos quelques jours. 

Pouvez vous me dire quand il pourra reprendre ? Et aussi si y a pas de rattrapage prévu cette semaine ?

Merci de me confirmer rapidement.

Cordialement,
Martine Dufour",parent,rugby,urgent,un responsable administratif municipal
"Bonjour,

Je vous écris concernant mon fils Thomas qui est licencié dans la catégorie U14 au club. Je voulais vous informer qu'il ne pourra pas participer à l'entrainement de jeudi prochain en raison d'un rendez-vous médical qu'on n'a pas pu décaler. 

Je précise que c'est exceptionnel et que d'habitude il n'y a pas de problème de sa part pour respecter les horaires. J'aimerai aussi savoir s'il y a une possibilité de rattraper cette séance ou si vous avez prévu un programme spécifique cette semaine que je dois lui faire connaitre ?

Par ailleurs, Thomas m'a dit qu'il y aurait une sortie prévue avec l'équipe. Pourriez-vous me transmettre les détails (date, horaires, tarif) pour que je puisse organiser son transport ?

Merci de votre compréhension et n'hésitez pas si vous avez besoin de précisions.

Cordialement,
Sylvie Dupont",parent,handball,formel et poli,un parent d'enfant licencié
"Bonjour,

Je vous contacte pour informer que ma fille, Julie Martin, ne pourra pas participer à l'entraînement de ce jeudi en raison d'un rendez-vous médical prévu l'après-midi. Je m'excuse pour ce préavis un peu court.

De plus, j'aurais une question concernant le planning des matchs amicaux en janvier. Pourriez-vous me transmettre le calendrier à jour?

Je vous remercie pour votre compréhension.

Cordialement,
Frédéric Martin",parent,handball,formel et poli,un responsable d'entreprise locale
"Bonjour,

J'espère que vous allez bien. Je vous contacte concernant votre fils Marc qui participe régulièrement à nos entraînements le mercredi et samedi.

Nous avons remarqué son absence lors des deux dernières séances. Pourriez-vous nous confirmer si tout va bien et s'il souhaite continuer avec le club? Nous tenons à assurer le suivi de tous nos jeunes judokas et comprendre les raisons de ces absences.

De plus, j'aimerais vous informer que nous modifions légèrement notre programme d'entraînement à partir du mois prochain. Nous intégrons plus d'exercices de travail au sol, ce qui correspond mieux au niveau des enfants de sa catégorie.

N'hésitez pas si vous avez des questions ou si vous souhaitez en discuter directement. Vous pouvez me joindre par mail ou par téléphone.

Cordialement,
Stéphane Dubois
Directeur technique - Judo Club de Lyon",parent,judo,formel et poli,un dirigeant du club
"Bonjour,

Votre enfant a eu un malaise pendant l'entraînement de ce matin. Rien de grave mais il est resté au bord du bassin. Pouvez-vous le chercher rapidement s'il vous plaît ?

Cordialement",parent,natation,urgent,un dirigeant du club
"Bonjour,

Je vous contacte car mon fils Antoine ne pourra pas venir à l'entraînement demain jeudi. Il s'est un peu tordu la cheville au foot et on préfère le laisser se reposer quelques jours.

Est-ce que vous pouvez lui rattraper le cours la semaine prochaine ou il faudra qu'il attende jusqu'à la prochaine session?

Merci de votre compréhension.

Cordialement,
Sophie Martin",parent,tennis de table,informel et direct,un responsable administratif municipal
"Bonjour,

Je vous écris en urgence car j'ai une inquiétude concernant Thomas lors de l'entraînement d'hier soir. Il s'est plaint de douleurs au genou gauche pendant la séance de crawl et a eu du mal à continuer les exercices. J'ai arrêté son activité par sécurité mais je voulais vous en informer au plus vite.

Savez-vous s'il a eu un choc récemment ou si quelque chose a pu le blesser ? C'est important qu'on comprenne d'où ça vient. Je vous conseille vraiment de consulter un médecin ou un kiné avant qu'il revienne à la piscine, on ne peut pas prendre de risques avec ça.

Aussi, concernant les entraînements de la semaine prochaine, nous avons modifié le programme pour préparer les sélections régionales. Les nouveaux horaires seront : mardi et jeudi à 19h30, plus une séance bonus le samedi matin à 10h. Peut-être que Thomas pourra nous confirmer sa présence une fois que son genou ira mieux ?

N'hésitez pas à m'appeler si vous avez besoin de précisions ou si vous avez des questions sur le protocole à suivre. Mon numéro c'est le 06.XX.XX.XX.XX.

Cordialement,
Marc Durand
Entraîneur bénévole - Natation club",parent,natation,urgent,un entraîneur bénévole
"Bonjour,

Je vous écris concernant mon fils Lucas qui participe aux entraînements de judo le mercredi. Je voudrais vous signaler qu'il ne pourra pas venir la semaine prochaine car on doit aller à un rendez-vous médical mercredi après-midi. Est-ce que ça pose problème pour les absences ? 

Aussi, je voulais savoir s'il y a un programme précis pour les enfants de son niveau ou si c'est du libre selon le jour. Il dit qu'il ne sait pas trop sur quoi il travaille et j'aimerais pouvoir en discuter avec lui.

Et une dernière question : vous avez besoin de quelque chose au niveau des autorisations pour les compétitions internes qu'il m'a dit que vous faisiez bientôt ?

Merci pour votre aide et désolé du dérangement.

Cordialement,
Stéphane Mercier",parent,judo,informel et direct,un responsable administratif municipal
"Bonjour,

Je vous contacte un petit peu maladroitement mais voilà, c'est à propos de votre fils qui fait du badminton avec nous. Il m'a dit hier qu'il avait peut-être une petite douleur au poignet, enfin je crois... Du coup je voulais vérifier si c'était quelque chose de sérieux ou si c'était juste après l'entraînement quoi. Je sais pas trop comment on gère ça au club normalement, donc si vous pouvez nous dire comment faire ce serait gentil.

Cordialement,
Bruno",parent,badminton,hésitant et maladroit,un dirigeant du club
"Bonjour,

Je vous contacte rapidement car mon fils Lucas ne pourra pas venir à l'entraînement jeudi prochain. Il a un rendez-vous médical qui ne peut pas être décalé et j'ai oublié de vous le signaler plus tôt. Du coup je préviens maintenant pour que vous le sachiez.

Sinon tout va bien, il adore toujours autant le club ! Je voulais juste vérifier si les matchs de championnat sont confirmés pour le mois de novembre ?

Merci de votre compréhension.

Cordialement,
Marie Durand",parent,volleyball,informel et direct,un responsable administratif municipal
"Madame, Monsieur,

J'espère que vous allez bien. Je vous contacte au sujet de votre fils/fille qui participe régulièrement à nos entraînements. J'ai remarqué quelques points que je souhaiterais aborder avec vous afin que nous puissions travailler ensemble pour le bien de l'enfant.

D'abord, nous avons constaté son absence lors des trois derniers entraînements. Je comprend bien sûr que des situations peuvent survenir, mais une assiduité régulière est vraiment importante pour la progression technique et l'intégration dans le groupe. Pourriez-vous m'indiquer si cela est temporaire ou si nous devons envisager des ajustements concernant les horaires ?

De plus, j'ai observé un léger changement de comportement durant les séances. Votre enfant semble moins concentré et participe moins aux exercices collectifs. Je ne sais pas s'il y a quelque chose qui le préoccupe ou s'il rencontre des difficultés, mais je voulais vous en informer pour que vous soyez au courant.

Aussi, je tenais à vous rappeler l'importance du transport fiable pour que nous puissions compter sur la présence de chacun. Les parents peuvent se coordonner pour les trajets si vous le souhaitez, n'hésitez pas à m'en parler.

Je vous propose que nous nous rencontrions brièvement ou que nous parlions au téléphone pour discuter de tout cela plus amplement. Mon objectif est vraiment de soutenir votre enfant dans sa progression.

Cordialement,
[Nom de l'entraîneur]",parent,football,formel et poli,un entraîneur bénévole
"Bonjour,

Je vous écris pour vous signaler que mon fils Lucas ne pourra pas venir à l'entraînement de badminton ce jeudi et probablement pas la semaine prochaine non plus. Il s'est tordu la cheville en jouant au foot samedi et le docteur lui a dit de repos pendant au moins une dizaine de jours.

Je voulais aussi savoir si c'est possible de décaler son inscription pour plus tard, quand il sera rétabli, ou si on doit payer quand même les séances qu'il ratera. Faut me dire comment ça marche de votre côté.

Merci de me dire rapidement parce que j'ai besoin de savoir pour organiser son emploi du temps après.

À bientôt,
Anne Muller",parent,badminton,informel et direct,un responsable administratif municipal
"Bonjour,

Voilà j'voulais vous dire que euh... mon fils pourrait pas venir à l'entraînement de jeudi parce qu'il a mal à l'épaule depuis quelques jours. C'est peut-être rien mais bon, mieux vaut attendre. Il devrait revenir la semaine prochaine normalement.

Merci de votre compréhension.",parent,badminton,hésitant et maladroit,un entraîneur bénévole
"Salut,

C'est juste pour te dire que mon fils pourra pas venir jeudi prochain, il a un contrôle à l'école. Il sera là la semaine d'après. Merci de le mettre pas dans les équipes.

À+",parent,tennis de table,informel et direct,un dirigeant du club
"Bonjour,

Je vous contacte au sujet de ma fille, Léa, qui pratique le tennis de table dans votre club depuis septembre. Elle sera absente à l'entraînement de jeudi en raison d'une visite médicale programmée de longue date. Pourriez-vous me confirmer la date du prochain entrainement afin qu'elle puisse rattraper ?

De plus, j'aimerais savoir si vous proposez des matchs amicaux ou des compétitions au niveau débutant avant la fin de l'année.

Je vous remercie de votre aide.

Cordialement,
Marc Dufour",parent,tennis de table,formel et poli,un responsable d'entreprise locale
"Bonjour Madame, Monsieur,

Je vous écris au sujet de votre fils/fille qui participe actuellement à nos entraînements de tennis de table le mercredi soir. J'ai remarqué son absence lors des trois dernières séances et je tenais à prendre des nouvelles et comprendre la situation.

Nous attachons beaucoup d'importance à la régularité des entraînements pour que les jeunes progressent correctement. Si votre enfant rencontre des difficultés de transport ou d'organisation, n'hésitez pas à nous en parler, nous pouvons peut-être trouver une solution ensemble.

De plus, je souhaitais vous informer que nous avons modifié légèrement le programme d'entraînement pour cette saison. Nous insistons davantage sur les fondamentaux et la préparation physique. Si vous avez des questions concernant le contenu pédagogique ou les objectifs que nous fixons aux enfants, je serais ravi d'en discuter avec vous lors d'un entretien.

Pourriez-vous nous confirmer si votre enfant souhaite continuer à participer à nos activités ? Il nous est important de connaître les intentions afin de bien organiser les groupes et les horaires.

En attendant votre retour, veuillez agréer mes meilleurs salutations.

Le Président du club",parent,tennis de table,formel et poli,un dirigeant du club
"Bonjour,

Je vous contacte concernant votre fils qui était sensé participer à l'entraînement de ce samedi. Il nous a informé qu'il soufrait d'une légère entorse à la cheville et ne poura donc pas être present cette semaine. Pourriez-vous nous confirmer si cette absence est bien justifiée et nous donner une idée sur sa date de retour ?

N'hesitez pas a nous recontacter si vous aviez besoin de precisions sur le programme ou les modalités de transport.

Cordialement,",parent,rugby,formel et poli,un dirigeant du club
"Bonjour,

Je vous contacte pour vous informer que ma fille Emma ne pourra pas assister à l'entraînement de demain mercredi en raison d'une visite médicale prévue. Elle sera présente à la séance de jeudi comme prévu.

Cordialement,
Mme Dupont",parent,volleyball,formel et poli,un parent d'enfant licencié
"Bonjour,

J'espère que je vous écris à la bonne adresse... C'est un peu gênant mais j'ai quelques questions et je sais pas trop par où commencer. Voilà, j'encadre deux enfants le mercredi à la piscine, des débutants quoi, et je voudrais savoir comment on doit faire exactement pour les absences.

En fait, la mère de l'une des filles m'a dit qu'elle pouvait pas venir la semaine prochaine parce qu'il y a un truc de famille, donc voilà je voulais juste dire au club. C'est pas grave si elle revient après ou c'est mieux de prévenir avant ?

Aussi, j'ai remarqué que l'autre gamin, il respire pas bien quand il nage. C'est peut-être normal au début ? Je veux dire, il a pas de soucis particuliers d'après ce qu'on m'a dit mais bon, je sais pas trop si je dois laisser faire ou si j'dois en parler aux parents. Parce que là il maîtrise pas vraiment sa respiration et du coup il prend de l'eau...

Et puis en général, est-ce qu'il y a un programme qu'on doit respecter ou on peut faire ce qu'on veut à peu près ? Parce que moi j'ai commencé avec les battements et tout mais je suis pas sûr que c'est l'ordre qu'il faut.

Désolé pour toutes ces questions, c'est mon premier entraînement bénévole et je veux vraiment bien faire les choses.

Merci de votre aide.

Cordialement,
Laurent",parent,natation,hésitant et maladroit,un entraîneur bénévole
"Bonjour,

Je vous écris un peu à l'improviste car je ne suis pas trop sûr comment procéder dans cette situation. Voilà, c'est à propos de Mathieu qui vient le mercredi et le samedi avec nous. Enfin bon, sa maman m'a appelé hier et elle m'a dit que... en fait je ne suis pas certain d'avoir bien compris. Il parait qu'il aurait un petit souci avec son épaule depuis quelques semaines maintenant, mais bon il n'a rien dit pendant les entraînements donc voilà. Je me demandais si peut-être il faudrait prévoir quelque chose de spécial ou je ne sais pas trop, faire attention en particulier lors des exercices avec les bras.

De plus, elle ma également mentionné qu'il y aurait possiblement un problème de transport le mois prochain, mais les détails n'étaient pas très clair pour moi, honnêtement. Est-ce que vous sauriez si quelqu'un d'autre dans le groupe pourrait peut-être l'aider à ce sujet?

Et puis en dernier point, elle se posait la question sur le programme pour la compétition de fin d'année, si jamais il serait en état pour participer ou s'il faudrait attendre. Mais bon moi aussi je serais curieux de savoir à titre informatif.

Désolé pour ce mail un peu brouillon, je ne suis pas très à l'aise pour gérer ces situations. N'hésitez pas si vous avez besoin de précisions supplémentaires.

Cordialement,",parent,natation,hésitant et maladroit,un dirigeant du club
"Bonjour,

J'espère que vous allez bien. Je vous contacte ce jour concernant mon fils Maxime qui participe régulièrement aux entraînements de judo du mercredi et samedi.

Depuis quelques semaines, j'ai remarqué que Maxime rentre à la maison avec des courbatures importantes après les séances, notamment au niveau des épaules et du dos. Je m'inquiète un peu de savoir si cela correspond à une progression normale ou s'il faudrait adapter son programme d'entraînement. Pourriez-vous m'informer sur le type d'exercices qu'il effectue actuellement et si ces douleurs sont préoccupantes ?

Par ailleurs, je dois également vous signaler que Maxime sera absent l'entraînement du 15 décembre car nous avons prévu un déplacement en famille. Il sera en revanche présent pour la séance du samedi 17 décembre.

J'aimerais également discuter de l'organisation du transport. Jusqu'à présent, j'arrive à le récupérer les jours d'entraînement, mais il est possible que certains samedis je sois retenu à mon travail. Existe-t-il une solution de covoiturage avec d'autres parents du club ? Cela m'arrangerait énormément.

Enfin, pouvez-vous me préciser le planning des évaluations et compétitions prévues pour les prochains mois ? Je souhaite suivre sa progression de plus près.

Merci beaucoup de votre réponse et de votre attention.

Cordialement,
Michel Bertrand
Directeur Technique – Groupe Bertrand Industries",parent,judo,formel et poli,un responsable d'entreprise locale
"Salut,

Je voulais vous prévenir que mon fils pourra pas venir à l'entraînement mercredi prochain. Il a un rendez-vous chez le doc à 18h et on peut pas décaler. Désolé pour le préavis court.

Est-ce qu'il peut rattraper jeudi plutôt ou faut-il attendre la semaine d'après ?

Merci et à bientôt !",parent,athlétisme,informel et direct,un joueur adulte
"Bonjour,

Mon fils ne pourra pas venir à l'entraînement demain, il s'est tordu la cheville cet apres-midi en jouant. On doit aller aux urgences pour vérifier qu'il n'y a rien de grave.

Cordialement",parent,basketball,urgent,un parent d'enfant licencié
"Bonjour,

Je vous écris concernant mon fils Lucas qui est inscrit au club depuis septembre. Il souhaiterait connaître les modalités pour participer aux compétitions régionales organisées cette année. Nous aimerions également savoir si vous proposez des entraînements supplémentaires pendant les vacances scolaires, car il souhaite vraiment progresser.

Par ailleurs, Lucas m'a dit qu'il manquera l'entraînement de jeudi prochain en raison d'un rendez-vous médical. Je vous demande d'excuser cette absence et nous la rattraperons la semaine suivante si possible.

Enfin, pourriez-vous nous transmettre le planning exact des entraînements pour le trimestre ? Celui que j'ai reçu en début d'année comporte quelques imprécisions au niveau des horaires.

Merci pour votre aide et pour l'encadrement que vous apportez aux enfants.

Cordialement,",parent,tennis de table,formel et poli,un parent d'enfant licencié
"Bonjour,

Je vous écris un peu mal à l'aise car... bon, je ne sais pas trop comment dire. C'est pour mon fils qui a eu un petit souci à l'entraînement hier. Il dit qu'il a mal à l'épaule en jouant au revers, donc du coup il voulait savoir si c'était normal ou si faut vraiment s'inquiéter ? Je veux dire, ça va peut-être passer tout seul... En tout cas, il aimerait bien venir quand même la semaine prochaine si c'est possible.

Merci de me dire ce que vous en pensez.

Cordialement",parent,tennis de table,hésitant et maladroit,un entraîneur bénévole
"Bonjour,

J'ai besoin de vous parler d'urgence concernant les conditions de sécurité lors des entraînements. Mon fils s'est blessé hier et je souhaite comprendre les mesures de prévention mises en place. Pouvez-vous m'appeler au plus vite ?

Cordialement,
Laurent Dupont
Délégué régional FBF",parent,basketball,urgent,un représentant fédéral
"Bonjour,

Je vous contacte pour vous informer que je ne pourrai malheureusement pas assister à l'entraînement de ce jeudi 14 novembre. Mon fils a eu un petit accident à l'école et s'est légèrement entorser la cheville. Nous avons consulté un médecin qui nous a recommandé du repos pendant quelques jours, donc par prudence nous préférons éviter toute activité sportive intensive pour le moment.

Je tenais également à vous demander si vous aviez la possibilité de nous transmettre le programme des entraînements pour les trois prochaines semaines, car nous organisons nos emplois du temps familiaux en fonction de ça et cela nous serait très utile pour mieux nous organiser.

De plus, j'aimerais avoir quelques précisions sur le niveau de compétition auquel les enfants participent cette saison. Mon fils m'a parlé de possibles compétitions inter-clubs, mais je ne dispose pas de beaucoup d'informations à ce sujet. Pourriez-vous nous en dire un peu plus et nous transmettre un calendrier si possible ?

Je vous remercie beaucoup pour votre compréhension et votre aide. N'hésitez pas à me contacter si vous aviez besoin de précisions supplémentaires ou si vous aviez des questions concernant l'absence de mon fils.

Cordialement,
Christophe Martin",parent,badminton,formel et poli,un joueur adulte
"Bonjour,

Je vous écris concernant mon fils Lucas qui est licencié dans la catégorie U13. Je voulais vous signaler qu'il ne pourra pas venir à l'entraînement de mercredi prochain parce qu'il a un rendez-vous chez l'orthodontiste qu'on a dû reporter plusieurs fois. C'est un peu galère à organiser avec l'école et tout, vous comprenez.

Du coup j'avais une question, est-ce que ça lui pose problème pour le match du weekend d'après? Parce qu'il va manquer une séance et je sais pas trop comment ça se passe avec la rotation de l'équipe. Il est motivé pour jouer donc j'aimerais pas qu'il soit pénalisé parce qu'il a un soin dentaire.

Aussi, je remarque qu'il rentre souvent un peu énervé après les entraînements et il me dit que certains copains lui font la vie dure. Rien de grave apparemment mais je voulais en parler avec vous parce que vous connaissez mieux la dynamique du groupe. C'est son premier club de hand et il adore le sport donc je veux pas qu'il lâche à cause de conneries entre enfants.

Pour finir, on aimerait bien savoir si y a des matchs amicaux prévus avant la compétition officielle? C'est pour qu'on puisse organiser nos plannings familiaux en fonction.

Merci de me répondre quand vous avez le temps.

Bonne journée,
Marie Dupont",parent,handball,informel et direct,un parent d'enfant licencié
"Bonjour,

Je voulais juste vous prévenir que mon fils Thomas ne pourra pas venir à l'entraînement de demain jeudi. Il a une petite entorse à la cheville depuis hier et le médecin lui a dit de rester au repos quelques jours. On pense qu'il pourra revenir la semaine prochaine normalement.

Du coup je voulais aussi vous demander si c'est bon qu'il fasse juste de la préparation physique sans ballon en attendant, ou si c'est mieux qu'il reste à la maison ? Je veux pas que ça s'aggrave mais je sais pas trop comment ça marche.

Ah et une dernière chose, vous auriez pas vu ses baskets au club ? Il les a peut-être laissées là-bas lundi.

Merci de votre réponse.

À bientôt",parent,basketball,informel et direct,un entraîneur bénévole
"Bonjour,

Je vous contacte d'urgence concernant votre fils Maxime qui était présent à l'entraînement de ce soir. Il a eu un petit accident en sortant du bassin et s'est tordu la cheville. Rien de grave à priori mais il boite beaucoup et se plaint de douleurs.

Nous avons appliqué de la glace et il est actuellement au repos à côté de la piscine. Je vous demande de venir le chercher au plus vite pour que vous puissiez l'examiner et éventuellement consulter un médecin si nécessaire.

Merci de nous confirmer votre arrivée rapidement. En attendant je reste avec lui pour le surveiller.

Cordialement,
Stéphane Moreau
Entraîneur principal",parent,natation,urgent,un dirigeant du club
"Bonjour,

Je vous contacte pour vous informer que mon fils ne pourra pas venir à l'entraînement de demain soir suite à une légère entorse à la cheville. Il reprendra ses activités dès qu'il sera rétabli.

Cordialement,",parent,rugby,formel et poli,un joueur adulte
"Bonjour,

Je vous écris pour vous signaler que mon fils Mathieu ne pourra pas venir à l'entraînement de jeudi prochain. Il a un problème de genou depuis le week-end dernier et son doc lui a dit de pas forcer pendant quelques jours. On verra comment ça va d'ici là mais je préfère vous prévenir maintenant plutôt que de vous laisser l'attendre.

Du coup j'aurais quelques questions aussi. Est-ce qu'il y a d'autres séances dans la semaine où il pourrait rattraper, genre mercredi plutôt? Parce que c'est l'autre jour qu'il préfère. Et aussi je voudrais savoir comment ça se passe avec vous niveau comportement parce qu'à la maison il me dit qu'il trouve ça trop difficile parfois et il semble un peu découragé. Je sais pas trop ce qui se passe en vrai.

Ah et une autre chose, avec la reconduction il y a eu un changement dans les horaires du bus scolaire, donc pour les jeudis d'après les vacances on va peut-être avoir un souci avec le créneau de 18h. Est-ce qu'il serait possible d'avoir plus de flexibilité là-dessus ou faut-il vraiment respecter les horaires?

Merci de me tenir au courant pour le genou et dites-moi si vous avez besoin d'infos supplémentaires.

Cordialement,
Jennifer Moreau",parent,badminton,informel et direct,un parent d'enfant licencié
"Bonjour,

Je vous contacte parce que mon fils ne pourra pas venir à l'entrainement de jeudi à cause d'un rendez vous chez le dentiste, voilà quoi. J'espère que c'est pas trop grave de manquer une séance.

Cordialement",parent,tennis de table,hésitant et maladroit,un parent d'enfant licencié
"Bonjour,

Je vous écris parce que j'ai reçu une notification de la fédération concernant les nouvelles règles pour les championnats jeunes de cette saison et j'ai quelques questions avant d'inscrire mon fils.

En relisant le courrier qu'on a eu la semaine dernière, il est marqué que les équipes U14 doivent avoir au minimum 10 joueurs sur la feuille de match, mais sur le site du club c'est pas précisé pareil. Du coup je sais pas si ma compréhension est bonne ou si c'est juste une mise à jour qu'on a pas encore chez vous.

Aussi, concernant les qualifications pour les phases régionales, j'ai cru comprendre que les critères ont changé par rapport à l'année passée mais je trouvé pas la date limite pour les inscriptions aux tournois de sélection. C'est quand exactement que ça se déroule ?

Et dernière chose, le mail fédéral parle d'une assurance spécifique pour les jeunes licenciés. Est-ce que c'est automatique avec la licence du club ou faut-il que on souscrive à quelque chose en plus ? Parce que c'est pas très clair pour nous les parents.

Merci de m'éclaircir sur ces points. Mon fils est vraiment motivé cette année et je veux pas qu'on loupe des étapes importantes.

Cordialement",federation,volleyball,informel et direct,un parent d'enfant licencié
"Bonjour,

On vous fait passer l'info en direct : la fédération vient de nous transmettre le calendrier modifié pour les qualifs de la coupe régionale. Vos matchs sont reprogrammés, vous trouverez tous les détails en pièce jointe.

Faut que vous confirmiez votre présence avant vendredi, sinon ça risque de poser souci pour l'organisation. N'hésitez pas à nous appeler si vous avez des questions.

À bientôt !",federation,football,informel et direct,un responsable administratif municipal
"Bonjour,

Je vous contacte car... enfin, je crois que c'est bien votre club qui doit participer au championnat départemental? On a reçu une convocation de la fédération et il faut confirmer votre présence avant jeudi si j'ai bien compris. Désolé si je me trompe, c'est pas vraiment mon domaine...

Cordialement,
Dupont",federation,volleyball,hésitant et maladroit,un responsable d'entreprise locale
"Bonjour,

Voilà je vous écris parce que euh... j'ai reçu un mail de la fédération hier et je comprends pas trop ce qu'ils demandent en fait. Y a écrit quelque chose sur une convocation pour les éliminatoires mais je sais pas si c'est pour notre équipe ou juste pour moi donc voilà.

Est-ce que vous pourriez regarder et me dire ce qu'il faut faire ? Faut que j'envoie un papier ou faire un truc particulier ? Je suis un peu perdu avec toutes ces histoires de calendrier et tout ça.

Ah oui aussi il y a un truc sur les règles qui ont changé paraît-il mais franchement je comprends pas grand chose.

Merci de m'aider à clarifier tout ça.

Cordialement",federation,basketball,hésitant et maladroit,un joueur adulte
"Objet : Convocation - Championnat départemental d'athlétisme 2024

Madame, Monsieur,

Nous vous adressons cette convocation officielle pour le Championnat départemental d'athlétisme qui se déroulera le 15 juin prochain au stade municipal de notre commune. Votre club est invité à participer à cette épreuve majeure de la saison.

Les inscriptions devront être validées auprès de la fédération avant le 31 mai dernier délai. Veuillez transmettre la liste de vos athlètes qualifiés ainsi que les épreuves auxquelles ils participeront.

Le programme détaillé des épreuves, les conditions d'accès et les tarifs d'inscription sont disponibles en pièce jointe. N'hésitez pas à nous contactez en cas de questions ou si vous nécessitez des précisions complémentaires.

Nous comptons sur votre participation et vous remercions de votre engagement envers le développement de l'athlétisme dans notre département.

Cordialement,

Mme Durand
Responsable administrative - Cellule sports
Mairie de Saint-Germain",federation,athlétisme,formel et poli,un responsable administratif municipal
"Salut à tous,

Je vous contacte rapidement pour vous informer que la fédération vient de nous envoyer la convocation officielle pour le championnat régional des moins de 15 ans qui aura lieu le 12 avril à Orléans. Les inscriptions doivent se faire avant le 25 mars, donc faut pas traîner !

Concernant les conditions, c'est les mêmes que l'année dernière à peu près. Les catégories de poids restent inchangées et les horaires de passage seront communiqués une semaine avant l'événement comme d'habitude. Attention cependant : la fédé a modifié légèrement les règles concernant les interdictions de techniques en dessous de 14 ans, consultez bien la mise à jour qu'ils ont envoyée.

Si vous avez des judokas motivés pour participer, dites-moi rapidement. Il faut que je fasse la liste des inscrits et que je règle les dossiers administratifs. Vérifiez aussi que les licences soient à jour, sinon ça va poser problème.

Je organise un entraînement spécifique compétition le samedi 20 mars si des jeunes veulent se préparer un peu. Rien d'obligatoire hein, mais c'est utile.

Des questions, contactez-moi par téléphone c'est plus rapide que les mails.

Cordialement,
Laurent",federation,judo,informel et direct,un dirigeant du club
"Salut,

J'écris pour vous confirmer ma participation au championnat régional de natation du 15 juin prochain. J'ai bien reçu la convocation et j'ai vu les nouvelles règles concernant les épreuves de relais. C'est bon, j'ai compris pour les changements de couloirs.

Par contre, j'aurais une petite question sur les horaires. Je vois que les séries de 200m nage libre commencent à 10h mais je sais pas à quelle heure exactement je dois me présenter. Vous pouvez me donner un timing plus précis ?

Aussi, pour les justificatifs de fédération, je dois amener l'original ou une copie suffit ? 

Merci de votre réponse.",federation,natation,informel et direct,un joueur adulte
"Bonjour,

Je vous écrit concernant ma situation vis-à-vis de la convocation pour le prochain match de championnat. Je ne suis pas trop sur si j'ai bien reçu l'information ou pas, mais j'ai cru comprendre par un coéquipier que la fédération avait modifié les horaires ?

Je voulais juste vérifier mon statut car je vois pas mon nom dans l'effectif qu'on a reçu hier. Est-ce que c'est normal ? J'ai peut-être pas bien compris les nouveaux règlements qui ont changés récemment.

Pouvez-vous me dire si je dois me présenter comme d'habitude ou si il y a quelque chose que j'ai loupé ? Je suis désolé de poser ses questions, c'est peut-être écrit quelque part mais j'ai pas bien trouvé.

Merci de votre aide.

Cordialement,
Dupont Mathieu",federation,football,hésitant et maladroit,un joueur adulte
"Objet : URGENT - Modification horaire Championnat régional dimanche

Bonjour,

Suite à un imprévu technique à la salle omnisports de Villefranche, nous vous informons que le match de votre équipe seniors hommes est avancé de 2 heures. Vous jouerez désormais à 14h30 au lieu de 16h30.

Merci de confirmer la réception de ce message et de communiquer rapidement ce changement à vos joueurs. Les feuilles de match seront transmises demain matin.

Cordialement,
Michel Bertrand
Délégué Fédéral - Ligue Auvergne Rhône-Alpes",federation,volleyball,urgent,un représentant fédéral
"Madame, Monsieur,

J'écris suite à la réception de la convocation pour le championnat départemental U13 du mois prochain. Mon fils a bien reçu le document mais nous aurions quelques questions concernant les horaires de déplacement et les modalités de participation.

Pourriez-vous nous confirmer si tous les frais de déplacement sont à la charge des familles ou s'il y a une aide du club ?

Merci de votre réponse.

Cordialement,
Michel Dupont",federation,football,formel et poli,un parent d'enfant licencié
"Salut les gars,

Voilà, je vous envoie les infos pour le championnat régional qui se déroule le 15 mars à Villeurbanne. J'sais que c'est un peu juste comme délai mais on a eu quelques soucis d'organisation de notre côté, désolé pour ça.

Donc faut que vous nous confirmiez avant le 5 mars si vous participez. Les équipes c'est minimum 4 joueurs, maximum 6. Les feuilles d'inscription, elles sont en pièce jointe mais vérifiez bien que tout le monde soit à jour de sa licence, ça va nous éviter des galères le jour J.

Concernant les modifications réglementaires, la fédération a changé les règles sur les balles cette année. Faut utiliser les balles homologuées 3 étoiles minimum, y a pas de dérogation possible. Je passe vous chercher la circulaire complète si vous la trouvez pas.

Ah et petit truc important : on a un nouveau système de classement qui est appliqué cette année, c'est informatisé. Ça veut dire que vos résultats vont être rentré direct dans la base fédérale. C'est plus simple mais faut que vous fassiez attention à pas vous tromper dans les noms.

Vous avez des questions ? Appelez-moi directement c'est plus rapide que les mails.

À bientôt,
Marc",federation,tennis de table,informel et direct,un représentant fédéral
